,latitude,longitude,city_label
113,40.695581,-73.8399726,2
114,40.7509127,-73.9848526,2
115,40.6209977,-74.0308424,2
116,38.9560152,-77.032536,4
117,40.6208405,-74.1425131,2
118,41.7739853,-87.7223103,3
119,37.8006937,-122.435858,0
120,37.7654598,-122.4021364,0
121,41.9602896,-87.6681267,3
122,42.4016176,-83.1513364,1
123,37.734355,-122.4903735,0
124,42.4340592,-83.0595195,1
125,42.4236567,-82.9555733,1
126,40.687948,-74.0010947,2
127,40.6976453,-73.8318678,2
128,37.7517275,-122.4016323,0
129,38.9067816,-77.0208904,4
130,38.9549897,-77.0195887,4
131,41.941035,-87.6867911,3
132,40.7434304,-73.8781372,2
133,42.3357929,-83.079457,1
134,38.9486188,-77.0980655,4
135,38.8261537,-76.9983222,4
136,37.7597423,-122.3975914,0
137,42.38643,-83.2164694,1
138,42.4169751,-82.957119,1
139,38.9293204,-77.0260071,4
140,42.3723471,-83.1138455,1
141,37.7655955,-122.4207111,0
142,41.6596242,-87.639762,3
143,42.392802,-83.1246399,1
144,42.4427976,-83.2277495,1
145,41.8976144,-87.7523495,3
146,38.9338504,-76.9746078,4
147,40.7004334,-73.7612063,2
148,37.731443,-122.3928782,0
149,38.9058214,-76.9407122,4
150,42.4079043,-83.0276604,1
151,38.9109781,-77.0537047,4
152,41.9453966,-87.7938954,3
153,38.9221771,-77.008725,4
154,41.9308693,-87.748613,3
155,41.7933622,-87.7583123,3
156,38.9022558,-76.9971358,4
157,42.3906003,-83.1229536,1
158,40.6365101,-73.991846,2
159,42.4063218,-83.2108789,1
160,37.7616738,-122.4312434,0
161,42.3927157,-83.0735243,1
162,41.8866916,-87.712028,3
163,40.8195424,-73.8184141,2
164,37.775251,-122.4922386,0
165,42.3662075,-83.2296614,1
166,37.7462541,-122.4332983,0
167,38.879589,-76.9292997,4
168,37.7578737,-122.4404996,0
169,40.6979066,-73.8043259,2
170,42.3782459,-82.9971778,1
171,40.6945775,-73.9483934,2
172,38.9283325,-76.9681054,4
173,41.9318145,-87.7878147,3
174,41.9702127,-87.7364451,3
175,42.3772255,-83.1765556,1
176,40.8428586,-73.8512443,2
177,42.4363874,-83.2264402,1
178,37.7687574,-122.4254908,0
179,41.8269361,-87.639485,3
180,40.8704596,-73.8362565,2
181,38.908046,-77.009917,4
182,40.6836281,-73.7958069,2
183,41.7091308,-87.6456993,3
184,40.6446945,-73.9280934,2
185,40.615864,-74.1480433,2
186,37.7802356,-122.4280419,0
187,38.9249193,-76.9837045,4
188,42.3556371,-83.1585663,1
189,40.6315316,-74.0823746,2
190,38.8880239,-76.9834121,4
191,40.5920245,-73.9523958,2
192,41.8097026,-87.6297476,3
193,41.7669493,-87.6097627,3
194,38.9642325,-77.0684396,4
195,40.604138,-73.9395339,2
196,42.389428,-83.1400122,1
197,37.7467632,-122.4101241,0
198,40.8527628,-73.8950252,2
199,42.3560383,-83.1449179,1
200,37.7870553,-122.4278963,0
201,38.8271864,-77.0103248,4
202,40.542563,-74.1473665,2
203,38.8773267,-76.9603991,4
204,41.923025,-87.7288289,3
205,38.9351917,-76.9811459,4
206,37.7225426,-122.427,0
207,40.7224873,-73.7340531,2
208,41.8171245,-87.6855942,3
209,42.3908326,-83.1653303,1
210,41.9536333,-87.7058406,3
211,40.7182703,-73.8502044,2
212,38.9389182,-77.0656287,4
213,37.7954073,-122.4129782,0
214,37.7903477,-122.4125675,0
215,37.7805935,-122.4564482,0
216,37.7676327,-122.4262818,0
217,42.3812792,-83.2748875,1
218,37.7787551,-122.5076351,0
219,40.731297,-73.7143572,2
220,38.8670707,-76.9784422,4
221,40.6996777,-73.9564642,2
222,40.7674121,-73.9270711,2
223,42.3305783,-83.1145272,1
224,42.3957022,-83.1234474,1
225,41.7677925,-87.6745147,3
226,42.3745203,-82.9947171,1
227,41.833321,-87.6428657,3
228,40.7186693,-73.9406541,2
229,40.7504673,-73.8786071,2
230,42.4187544,-82.9889619,1
231,37.7901591,-122.4494592,0
232,38.8684189,-76.9860505,4
233,41.9516822,-87.8284558,3
234,37.730119,-122.4516289,0
235,37.7956635,-122.4136241,0
236,37.8022372,-122.4303373,0
237,40.7183281,-73.8912822,2
238,38.9151242,-77.0523656,4
239,42.4339217,-83.0837741,1
240,41.7311046,-87.5824175,3
241,37.7627031,-122.3880203,0
242,41.7594839,-87.573322,3
243,42.4465954,-83.0885186,1
244,41.9357793,-87.713704,3
245,40.7238871,-73.7844298,2
246,37.7605831,-122.4204931,0
247,37.798166,-122.4405265,0
248,42.3921926,-83.0237197,1
249,42.3704915,-83.1995294,1
250,42.3723949,-83.2242743,1
251,42.395938,-83.1269633,1
252,42.432589,-83.1478509,1
253,37.7725001,-122.4119958,0
254,40.6840618,-73.7649399,2
255,40.7174935,-73.7878909,2
256,40.7288943,-73.8911751,2
257,42.3463816,-83.1409598,1
258,40.7402224,-73.7908085,2
259,40.7739915,-73.7458458,2
260,38.9523092,-77.0902699,4
261,41.8542262,-87.7115646,3
262,37.7494558,-122.4796912,0
263,42.3479017,-83.2644205,1
264,42.0092298,-87.7794175,3
265,38.8901321,-76.9390448,4
266,42.3541517,-83.0016491,1
267,37.7139454,-122.39818,0
268,38.8629601,-76.9872399,4
269,40.8307477,-73.8191791,2
270,37.7525923,-122.4087909,0
271,42.3705558,-83.0426776,1
272,42.4097398,-83.0584008,1
273,42.4123839,-83.0807478,1
274,38.9049949,-76.9828141,4
275,38.9429519,-77.0757627,4
276,38.9321229,-77.0356327,4
277,38.8304418,-77.0008731,4
278,42.3621113,-83.0888319,1
279,38.909892,-77.0332956,4
280,37.7641814,-122.3890925,0
281,42.3648872,-83.2122373,1
282,41.9698743,-87.6861697,3
283,37.7791772,-122.4821869,0
284,37.7336055,-122.3843634,0
285,37.7808727,-122.4163788,0
286,42.0031788,-87.8173225,3
287,41.8546053,-87.6837848,3
288,42.3740605,-83.1776675,1
289,41.7681311,-87.5875079,3
290,42.4306766,-83.2325234,1
291,38.9549453,-77.0687491,4
292,40.746566,-73.8240971,2
293,40.6070377,-74.0943526,2
294,38.9048192,-76.9889899,4
295,38.9045545,-76.9352415,4
296,41.9552585,-87.7898647,3
297,42.3730366,-83.2353905,1
298,41.7606679,-87.5924227,3
299,42.4029916,-82.9632426,1
300,38.920934,-76.9580871,4
301,38.9483375,-76.9986349,4
302,37.7670918,-122.4196759,0
303,42.3601544,-83.2266557,1
304,42.4287238,-83.1732616,1
305,37.7541847,-122.4112853,0
306,38.8953732,-76.9906184,4
307,37.7581414,-122.4682453,0
308,42.4145339,-83.1431835,1
309,38.8987415,-77.0300019,4
310,38.8888834,-77.0001043,4
311,42.4259394,-82.9414311,1
312,38.8997919,-76.9759798,4
313,38.8329297,-76.989249,4
314,40.7611149,-73.8789499,2
315,40.5736404,-73.9898278,2
316,40.6668575,-73.9794122,2
317,41.7787736,-87.6019892,3
318,41.9886859,-87.6709369,3
319,38.9433707,-77.0896378,4
320,42.4260231,-83.0297963,1
321,41.8638616,-87.6236131,3
322,37.7115972,-122.4483404,0
323,42.3449812,-83.2382465,1
324,38.8894765,-76.9231135,4
325,42.3385926,-83.2282636,1
326,38.9450863,-77.0196412,4
327,37.7378855,-122.4448253,0
328,37.787873,-122.425558,0
329,41.9794872,-87.7930007,3
330,38.9544607,-77.0214551,4
331,40.7693232,-73.8002148,2
332,38.9806174,-77.0327089,4
333,37.803055,-122.4239075,0
334,42.383787,-83.0148156,1
335,40.7833296,-73.7741302,2
336,40.8247646,-73.8464271,2
337,41.9710654,-87.6991288,3
338,37.7805921,-122.4058284,0
339,41.8465589,-87.6532641,3
340,38.8986183,-76.9170708,4
341,37.7627975,-122.4327664,0
342,38.9089644,-77.0798527,4
343,41.9584542,-87.7628781,3
344,41.9923576,-87.6695878,3
345,40.6810578,-73.8929955,2
346,37.7903848,-122.4278616,0
347,38.9621812,-77.0041571,4
348,41.9394859,-87.671621,3
349,42.2909791,-83.1239792,1
350,42.3635783,-82.9883582,1
351,42.3830838,-83.2456518,1
352,40.8235939,-73.8700376,2
353,41.6889892,-87.6864107,3
354,37.7896375,-122.4331892,0
355,37.789311,-122.4066737,0
356,42.391084,-83.12931,1
357,40.7239233,-73.9897377,2
358,37.7181357,-122.4686586,0
359,38.9390137,-77.0203948,4
360,37.7860466,-122.4369128,0
361,41.7800426,-87.7108624,3
362,41.7109658,-87.5385684,3
363,41.9633979,-87.7792186,3
364,42.3857841,-83.0084391,1
365,42.4429013,-83.1799767,1
366,40.604596,-74.0092578,2
367,41.9143576,-87.7073993,3
368,41.6509772,-87.5438722,3
369,38.9269109,-76.9873699,4
370,41.7705128,-87.6703998,3
371,41.992421,-87.7267447,3
372,38.951235,-77.0708717,4
373,37.714895,-122.4044373,0
374,40.6598602,-73.9021652,2
375,41.8590809,-87.6929255,3
376,42.3714051,-83.113666,1
377,42.4178834,-83.0536085,1
378,38.9341788,-76.9819625,4
379,41.9319423,-87.7359701,3
380,41.9605057,-87.7134764,3
381,37.7395505,-122.4597439,0
382,40.5862428,-73.9888293,2
383,37.7200703,-122.4792774,0
384,37.7167215,-122.427447,0
385,42.4095533,-83.1539889,1
386,42.444318,-83.1866827,1
387,37.7235808,-122.4417643,0
388,38.8835186,-76.9905113,4
389,38.9139292,-77.0300661,4
390,38.8976658,-77.0018202,4
391,41.8120604,-87.6646799,3
392,40.6933955,-73.8383927,2
393,37.7657976,-122.4522263,0
394,37.7323714,-122.4675323,0
395,40.6413541,-73.9574998,2
396,41.9941914,-87.7586665,3
397,38.8565365,-76.9654969,4
398,42.3535082,-83.1708047,1
399,42.4285857,-82.9545125,1
400,38.9650801,-77.0630792,4
401,37.7718869,-122.438613,0
402,41.7378844,-87.6124848,3
403,40.6956788,-73.7800376,2
404,37.7735631,-122.4463691,0
405,41.9106695,-87.7400823,3
406,42.3618177,-82.9510919,1
407,42.3678298,-83.1659147,1
408,42.4059311,-83.2649531,1
409,37.7403837,-122.4134863,0
410,42.4071648,-83.0245722,1
411,37.7810709,-122.4090515,0
412,42.4378333,-83.2602192,1
413,42.0215454,-87.67341,3
414,37.7612809,-122.4808973,0
415,38.9340091,-77.0294286,4
416,38.8566931,-76.972912,4
417,37.7773857,-122.4789965,0
418,42.3734388,-83.2225665,1
419,38.91768,-77.0058568,4
420,38.8888339,-76.9775373,4
421,40.5854912,-73.8231384,2
422,38.923109,-77.1004964,4
423,42.3727223,-83.1329464,1
424,41.7027439,-87.6035109,3
425,42.4365101,-83.007161,1
426,42.3634325,-83.1767567,1
427,40.6729184,-73.8257896,2
428,41.9472269,-87.8356415,3
429,40.6900986,-73.8529313,2
430,37.8012653,-122.4191983,0
431,38.9335264,-77.0431786,4
432,40.7674159,-73.7939875,2
433,38.9811152,-77.0311425,4
434,42.4402617,-83.1653216,1
435,38.8880348,-76.9935463,4
436,41.7955556,-87.6415024,3
437,37.7325529,-122.4384772,0
438,41.7192779,-87.6327506,3
439,38.8490455,-76.9823021,4
440,40.7872913,-73.9697288,2
441,40.7640514,-73.9574806,2
442,40.7835423,-73.7755961,2
443,37.717162,-122.3970337,0
444,41.7857428,-87.6927149,3
445,40.6199042,-73.9663615,2
446,42.4051568,-82.9871043,1
447,38.9297129,-76.991756,4
448,42.4244267,-82.9742473,1
449,42.3067217,-83.1348805,1
450,37.7820491,-122.3995769,0
451,37.7273318,-122.3830582,0
452,40.5898135,-73.9449904,2
453,38.9294168,-77.030655,4
454,42.3968781,-83.2278739,1
455,37.7818435,-122.4381658,0
456,38.9174568,-77.0400626,4
457,40.695459,-73.9694928,2
458,41.7709856,-87.7341662,3
459,37.7881982,-122.4033087,0
460,37.7716098,-122.3939818,0
461,37.7504221,-122.4014202,0
462,38.8320691,-76.9890159,4
463,40.6902753,-73.7438975,2
464,41.8902731,-87.6624574,3
465,37.7601596,-122.4242426,0
466,40.742262,-73.8708139,2
467,40.6710677,-73.7597561,2
468,38.9185898,-77.0124182,4
469,41.8975352,-87.6732551,3
470,40.6625337,-73.740933,2
471,42.3518873,-83.1729238,1
472,42.3785676,-82.9476434,1
473,41.7616002,-87.7036072,3
474,42.4064793,-83.2610916,1
475,42.4364062,-83.2011458,1
476,41.7408,-87.5596391,3
477,40.7215407,-73.9123892,2
478,38.9159812,-77.0486709,4
479,38.9469134,-77.0255574,4
480,37.7862368,-122.3890662,0
481,41.8659825,-87.7158023,3
482,42.4184416,-82.9362629,1
483,41.9307722,-87.7839276,3
484,42.4014505,-82.9311985,1
485,42.4374247,-83.2243596,1
486,40.8467107,-73.7895465,2
487,37.7762101,-122.4588897,0
488,41.8205433,-87.6893278,3
489,37.7626856,-122.4190865,0
490,42.4341019,-83.2239273,1
491,38.9521478,-77.0636338,4
492,37.7878771,-122.4101989,0
493,38.8870385,-76.9987082,4
494,41.8644322,-87.7284467,3
495,41.7821043,-87.6743377,3
496,41.9470744,-87.7014147,3
497,42.3874821,-83.0706688,1
498,42.3497232,-83.106285,1
499,41.9128682,-87.6854407,3
500,40.6232983,-74.1618161,2
501,42.3322876,-83.1361102,1
502,40.8668729,-73.9227158,2
503,42.3916952,-83.009293,1
504,37.7373581,-122.4933086,0
505,37.7857056,-122.4610079,0
506,37.8010989,-122.4385298,0
507,40.815401,-73.8211099,2
508,38.9413683,-76.9969353,4
509,38.9557575,-77.0093752,4
510,40.6194252,-74.0337345,2
511,41.8874905,-87.6551173,3
512,42.3876769,-83.1970813,1
513,37.7561452,-122.4088263,0
514,38.9048056,-76.9436477,4
515,42.3345251,-83.1201579,1
516,40.6999323,-73.839494,2
517,40.629606,-73.935909,2
518,40.6274813,-73.9018978,2
519,38.951375,-77.0152995,4
520,40.6923064,-73.8311145,2
521,40.659704,-73.9935121,2
522,41.7529009,-87.6692315,3
523,41.8374435,-87.7039635,3
524,41.9046473,-87.7326965,3
525,37.7640108,-122.5037529,0
526,37.7739704,-122.4219866,0
527,41.9828424,-87.825378,3
528,40.648132,-73.9797026,2
529,42.4178323,-82.953019,1
530,38.9102308,-77.0584233,4
531,37.711888,-122.4380905,0
532,40.6617096,-73.9875255,2
533,41.8124278,-87.7098572,3
534,37.7992815,-122.4441871,0
535,38.9523794,-77.0240955,4
536,38.9185594,-76.9670852,4
537,42.011987,-87.8179506,3
538,42.4027767,-83.2413809,1
539,42.3807175,-83.165526,1
540,42.4208633,-83.0755384,1
541,40.7007496,-73.9355914,2
542,42.4403726,-82.9673884,1
543,38.9251721,-77.0250351,4
544,38.8422108,-76.9951482,4
545,40.6652916,-73.9156252,2
546,40.7029932,-73.8692949,2
547,37.7767857,-122.4440442,0
548,37.7838491,-122.4187717,0
549,42.0016678,-87.7042741,3
550,42.3810101,-82.9543356,1
551,42.3717058,-83.0159505,1
552,38.8866084,-76.9287759,4
553,42.3794657,-83.0862756,1
554,42.3619319,-83.1381026,1
555,38.9040937,-76.9859131,4
556,42.3877952,-82.9630152,1
557,37.7830533,-122.3901923,0
558,37.7702617,-122.4489757,0
559,41.6501588,-87.5450824,3
560,40.5951895,-73.7720329,2
561,41.9386558,-87.7997594,3
562,40.668763,-73.8371337,2
563,42.3404666,-83.2026079,1
564,42.3691407,-83.2352739,1
565,42.4341063,-82.9478311,1
566,37.7349953,-122.4892023,0
567,38.9650934,-77.0647281,4
568,42.3069206,-83.1306077,1
569,40.7483207,-73.8569334,2
570,41.7644717,-87.6816658,3
571,37.7626917,-122.480615,0
572,42.4315205,-83.2375128,1
573,41.9946367,-87.6901779,3
574,42.3945237,-82.9644062,1
575,42.3463125,-83.2044622,1
576,37.7988234,-122.431626,0
577,42.3968147,-83.2255234,1
578,38.8941192,-77.0015859,4
579,40.6357786,-73.9982923,2
580,41.6824844,-87.6485045,3
581,40.6359736,-74.1370019,2
582,42.3958621,-83.2259392,1
583,40.818109,-73.8875583,2
584,41.9606556,-87.6909834,3
585,38.9212084,-77.0386985,4
586,40.5887251,-74.1640136,2
587,38.9303131,-77.0186846,4
588,42.3876684,-82.9642879,1
589,40.7503795,-73.7717045,2
590,40.8377777,-73.8214854,2
591,41.7397534,-87.7187513,3
592,42.4145853,-83.2024648,1
593,41.8115022,-87.7098024,3
594,38.8860293,-76.979217,4
595,42.3900213,-83.0259952,1
596,38.8732187,-76.9726296,4
597,40.5136212,-74.2035105,2
598,38.9142883,-77.035295,4
599,42.4342761,-83.0456874,1
600,38.8405632,-76.988905,4
601,40.8081118,-73.9199536,2
602,40.684853,-73.9853135,2
603,42.3603354,-83.2181328,1
604,42.4202372,-83.2434751,1
605,42.4103603,-83.2483474,1
606,41.7525258,-87.6662765,3
607,38.9646677,-77.0731746,4
608,38.950537,-77.0873323,4
609,37.7386875,-122.4380559,0
610,40.7533032,-73.895533,2
611,42.4259346,-83.0335016,1
612,41.9984305,-87.6956656,3
613,41.9173702,-87.6779224,3
614,37.7199228,-122.4261069,0
615,41.8085659,-87.6110732,3
616,42.4117451,-83.2637929,1
617,42.440396,-83.1994497,1
618,40.6049657,-73.9929565,2
619,42.3626467,-82.9917069,1
620,38.851089,-76.9867499,4
621,41.7009834,-87.6292299,3
622,38.9257714,-76.9969614,4
623,38.8855091,-77.0049635,4
624,42.3640474,-82.9703673,1
625,38.8867328,-76.9864461,4
626,38.9322203,-76.967061,4
627,37.7880174,-122.4432049,0
628,42.3496795,-83.2255011,1
629,42.3680556,-82.9535282,1
630,40.6270309,-73.9318608,2
631,38.9173783,-77.0898597,4
632,38.8680241,-76.9796702,4
633,38.9129439,-77.0623515,4
634,40.8646253,-73.8612909,2
635,38.9189923,-77.0975953,4
636,42.4356033,-83.2320384,1
637,37.7603621,-122.4761596,0
638,42.3882468,-83.1232613,1
639,37.7165243,-122.4374036,0
640,42.4129581,-83.1652879,1
641,40.871096,-73.8414595,2
642,40.6256668,-74.1235285,2
643,41.8046752,-87.7500688,3
644,42.4222081,-82.9967285,1
645,41.8864617,-87.6321881,3
646,38.9795955,-77.0288498,4
647,40.8607473,-73.9128377,2
648,41.9443197,-87.8164003,3
649,38.9314409,-77.0228291,4
650,41.9735434,-87.7089748,3
651,37.7932971,-122.4302077,0
652,41.735827,-87.7369063,3
653,40.6351038,-73.8938143,2
654,38.8244652,-77.0059164,4
655,40.622716,-74.0854587,2
656,40.7697067,-73.7457508,2
657,41.7491602,-87.5658475,3
658,42.425481,-83.0063692,1
659,37.7184417,-122.4496373,0
660,42.3670283,-83.1306205,1
661,42.3596489,-83.120203,1
662,40.7772218,-73.9584606,2
663,37.7171076,-122.4532092,0
664,41.7426777,-87.627682,3
665,40.7134666,-73.7668533,2
666,41.7974994,-87.7975033,3
667,37.7396748,-122.4189448,0
668,38.9274699,-77.0408994,4
669,40.6917127,-73.7955708,2
670,41.7005876,-87.6459478,3
671,38.8914451,-76.9400434,4
672,41.7209676,-87.5987187,3
673,41.7442866,-87.5694232,3
674,37.8000617,-122.4290497,0
675,42.3448117,-83.2333491,1
676,42.4064787,-83.2537744,1
677,42.4284079,-82.9547738,1
678,42.3568102,-83.1412383,1
679,41.8329812,-87.6452933,3
680,37.7436336,-122.4245886,0
681,37.7858699,-122.4912862,0
682,41.8055408,-87.6555266,3
683,41.7808457,-87.6493291,3
684,40.8318922,-73.8504226,2
685,40.7005175,-73.9937756,2
686,38.933637,-77.0195029,4
687,42.4041742,-82.9728266,1
688,37.7898077,-122.4017669,0
689,42.3438519,-83.0645266,1
690,40.5895818,-74.1625721,2
691,41.9395107,-87.7349435,3
692,40.661748,-73.9289007,2
693,38.8966115,-76.9971433,4
694,38.9123723,-77.0169135,4
695,38.886301,-76.9415171,4
696,40.7132019,-73.7899331,2
697,38.8858748,-76.9487584,4
698,42.4253499,-83.0871186,1
699,40.8290775,-73.9408513,2
700,41.7349031,-87.6359307,3
701,41.9441434,-87.6655051,3
702,40.7214075,-73.9107556,2
703,42.3644406,-83.1670134,1
704,38.8686064,-76.9472865,4
705,37.7901264,-122.4287201,0
706,37.7441947,-122.4378449,0
707,40.7388369,-74.00731,2
708,42.3573938,-83.1649435,1
709,38.923079,-77.0450896,4
710,42.4420774,-83.061756,1
711,42.42529,-83.2020458,1
712,38.9411619,-76.9868614,4
713,40.6813074,-73.8904849,2
714,38.9651635,-77.0797661,4
715,41.7653431,-87.5784982,3
716,37.7228569,-122.3987078,0
717,38.9640391,-77.045742,4
718,42.361936,-83.1920446,1
719,37.7858294,-122.3922757,0
720,38.8996595,-76.9743984,4
721,42.3778132,-83.0194668,1
722,40.8882997,-73.8441856,2
723,37.7331427,-122.3899776,0
724,42.3429144,-83.2002215,1
725,40.5134828,-74.2018769,2
726,40.7465,-73.8323119,2
727,41.8719213,-87.7232344,3
728,41.6768472,-87.6386173,3
729,40.5946111,-73.7748454,2
730,37.71125,-122.442531,0
731,42.4409078,-83.1034166,1
732,40.705425,-73.8758534,2
733,38.9224191,-77.056493,4
734,40.5047682,-74.2513305,2
735,41.783034,-87.7004702,3
736,37.7905823,-122.3961419,0
737,42.4201782,-83.0485373,1
738,37.7119503,-122.4366505,0
739,40.7912837,-73.8196628,2
740,40.6237682,-74.0024821,2
741,37.8053803,-122.4207814,0
742,41.9835748,-87.8246135,3
743,40.7575798,-73.9032077,2
744,37.7428179,-122.486601,0
745,41.9275008,-87.7580753,3
746,41.948946,-87.7136577,3
747,37.8000454,-122.4238427,0
748,38.9735835,-77.0601995,4
749,40.7569977,-73.8967927,2
750,38.96031,-77.0809071,4
751,38.8976972,-76.9367096,4
752,40.5918925,-73.9439676,2
753,40.6558349,-73.9597317,2
754,38.8973243,-76.9778818,4
755,40.6699343,-73.8903954,2
756,38.9615113,-77.0313152,4
757,42.4399101,-83.200727,1
758,40.594739,-73.9338575,2
759,37.7128788,-122.4611038,0
760,41.9038038,-87.6814296,3
761,41.8906638,-87.6735482,3
762,42.4022921,-83.2597213,1
763,41.7414385,-87.7292935,3
764,40.6378417,-73.8861428,2
765,37.7865898,-122.4330775,0
766,37.7659254,-122.4366249,0
767,42.3516876,-83.2201996,1
768,37.7870311,-122.3936422,0
769,38.9565093,-77.0252875,4
770,37.7287134,-122.4120341,0
771,41.7838888,-87.7210941,3
772,42.4169484,-83.2531683,1
773,38.9545434,-77.0266942,4
774,41.9421729,-87.8120216,3
775,38.9774836,-77.0353791,4
776,42.4396051,-83.092634,1
777,40.6584113,-73.8323349,2
778,40.6735752,-73.9903707,2
779,38.9259658,-76.9692373,4
780,42.3625376,-83.1767274,1
781,41.9719672,-87.6903076,3
782,41.7937358,-87.6245497,3
783,41.8398612,-87.7138022,3
784,40.8745889,-73.8634563,2
785,37.7627508,-122.401566,0
786,41.8372843,-87.6344372,3
787,42.3548974,-83.2643191,1
788,38.9270521,-76.9735713,4
789,42.3458407,-83.0664709,1
790,40.8841204,-73.8350628,2
791,42.4189423,-83.1345151,1
792,42.005497,-87.8115017,3
793,38.9543982,-77.0352067,4
794,41.792564,-87.6320971,3
795,40.7740337,-73.7747056,2
796,42.4131223,-83.0396294,1
797,37.778319,-122.4950279,0
798,37.7106246,-122.4044638,0
799,40.8211356,-73.894543,2
800,40.6238483,-73.9899373,2
801,38.9124463,-77.0718946,4
802,41.782036,-87.7823028,3
803,37.7309287,-122.4518941,0
804,42.3546698,-83.2349499,1
805,42.4165849,-83.0217112,1
806,37.7956841,-122.4262591,0
807,38.9208832,-77.013119,4
808,41.8403475,-87.7326138,3
809,37.7513157,-122.4459875,0
810,40.7497778,-73.7804742,2
811,38.899394,-77.0452487,4
812,42.3660195,-82.9533593,1
813,37.7764336,-122.4250019,0
814,40.6810156,-73.9927225,2
815,42.4414458,-83.1503161,1
816,41.7399577,-87.5825791,3
817,40.6845365,-73.9114991,2
818,42.3594839,-82.9947798,1
819,38.9668711,-77.0219919,4
820,41.9477959,-87.7826618,3
821,37.783042,-122.4510189,0
822,38.9542039,-77.0937087,4
823,38.8862931,-76.9440524,4
824,40.8744462,-73.8593522,2
825,37.8019032,-122.4108915,0
826,41.885714,-87.7132609,3
827,42.4025708,-82.9409519,1
828,38.8986336,-77.0067695,4
829,38.9031602,-76.9906035,4
830,38.9243292,-77.008127,4
